CUSTGROUP,customer_name,Month,Year,Qty,Sales
CLINIC-GP,CUST-12050001,Aug,2024,2,147
CLINIC-SP,CUST-12060000,Aug,2024,4,41
CLINIC-GP,CUST-12070000,Aug,2024,4,79
CLINIC-SP,CUST-12080000,Aug,2024,2,112
CLINIC-GP,CUST-12090001,Aug,2024,12,204
CLINIC-GP,CUST-12100000,Aug,2024,4,119
GROUP-GP,CUST-12110001,Aug,2024,0,0
CLINIC-GP,CUST-12120001,Aug,2024,10,372
GROUP-GP,CUST-12130001,Aug,2024,12,201
CLINIC-SP,CUST-12140001,Aug,2024,24,267
CLINIC-SP,CUST-12150001,Aug,2024,8,159
CLINIC-SP,CUST-12160001,Aug,2024,7,149
CLINIC-SP,CUST-12170000,Aug,2024,19,276
CLINIC-SP,CUST-12180001,Aug,2024,12,264
CLINIC-GP,CUST-12190001,Aug,2024,14,198
CLINIC-SP,CUST-12200001,Aug,2024,0,0
CLINIC-SP,CUST-12210000,Aug,2024,10,356
CLINIC-GP,CUST-12220000,Aug,2024,10,129
OTHERS,CUST-12230000,Aug,2024,0,0
CLINIC-SP,CUST-12240000,Aug,2024,17,209
CLINIC-SP,CUST-12250001,Aug,2024,13,163
CLINIC-SP,CUST-12260000,Aug,2024,0,0
CLINIC-GP,CUST-12270001,Aug,2024,10,184
CLINIC-SP,CUST-12280001,Aug,2024,16,776
CLINIC-SP,CUST-12290000,Aug,2024,1,41
GROUP-GP,CUST-12300000,Aug,2024,3,92
CLINIC-SP,CUST-12310001,Aug,2024,1,60
CLINIC-GP,CUST-12320000,Aug,2024,6,76
CLINIC-GP,CUST-12330001,Aug,2024,10,207
CLINIC-GP,CUST-12340001,Aug,2024,3,131
CLINIC-SP,CUST-12350000,Aug,2024,6,250
CLINIC-GP,CUST-12360000,Aug,2024,0,0
CLINIC-SP,CUST-12370000,Aug,2024,4,40
OTHERS,CUST-12380001,Aug,2024,1,158
CLINIC-SP,CUST-12390000,Aug,2024,12,386
CLINIC-SP,CUST-12400001,Aug,2024,2,40
CLINIC-SP,CUST-12410000,Aug,2024,6,100
CLINIC-GP,CUST-12420000,Aug,2024,7,80
CLINIC-DEN,CUST-12430000,Aug,2024,0,0
CLINIC-GP,CUST-12440000,Aug,2024,0,0
GROUP-GP,CUST-12450000,Aug,2024,0,0
CLINIC-GP,CUST-12460001,Aug,2024,0,0
CLINIC-GP,CUST-12470000,Aug,2024,111,1405
CLINIC-GP,CUST-12480000,Aug,2024,4,93
CLINIC-SP,CUST-12490001,Aug,2024,2,88
CLINIC-SP,CUST-12500000,Aug,2024,10,91
CLINIC-SP,CUST-12510000,Aug,2024,3,47
CLINIC-SP,CUST-12520000,Aug,2024,13,133
CLINIC-GP,CUST-12530001,Aug,2024,0,0
CLINIC-GP,CUST-12540000,Aug,2024,0,0
CLINIC-GP,CUST-12550001,Aug,2024,22,280
GROUP-GP,CUST-12560000,Aug,2024,0,0
CLINIC-SP,CUST-12570001,Aug,2024,27,296
CLINIC-GP,CUST-12580000,Aug,2024,8,93
CLINIC-SP,CUST-12590001,Aug,2024,0,0
GROUP-GP,CUST-12600000,Aug,2024,0,0
CLINIC-GP,CUST-12610000,Aug,2024,4,46
CLINIC-SP,CUST-12620000,Aug,2024,5,220
CLINIC-SP,CUST-12630000,Aug,2024,0,0
GROUP-GP,CUST-12640001,Aug,2024,0,51
GROUP-GP,CUST-12650001,Aug,2024,0,25
CLINIC-SP,CUST-12660001,Aug,2024,16,242
CLINIC-GP,CUST-12670000,Aug,2024,14,284
CLINIC-SP,CUST-12680001,Aug,2024,0,0
SUPERMARKET,CUST-12690000,Aug,2024,0,0
SUPERMARKET,CUST-12700001,Aug,2024,24,141
CLINIC-SP,CUST-12710001,Aug,2024,3,48
CLINIC-GP,CUST-12720000,Aug,2024,0,0
CLINIC-GP,CUST-12730001,Aug,2024,14,314
GROUP-GP,CUST-12740000,Aug,2024,0,0
CLINIC-SP,CUST-12750000,Aug,2024,26,308
CLINIC-SP,CUST-12760001,Aug,2024,4,74
CLINIC-SP,CUST-12770001,Aug,2024,4,71
CLINIC-SP,CUST-12780000,Aug,2024,6,176
GROUP-GP,CUST-12790000,Aug,2024,1,48
CLINIC-SP,CUST-12800001,Aug,2024,0,0
CLINIC-SP,CUST-12810000,Aug,2024,13,114
CLINIC-GP,CUST-12820001,Aug,2024,7,86
CLINIC-SP,CUST-12830001,Aug,2024,2,88
CLINIC-SP,CUST-12840000,Aug,2024,4,81
CLINIC-SP,CUST-12850000,Aug,2024,0,0
GROUP-GP,CUST-12860000,Aug,2024,0,0
CLINIC-GP,CUST-12870001,Aug,2024,0,0
CLINIC-SP,CUST-12880001,Aug,2024,7,349
CLINIC-DEN,CUST-12890000,Aug,2024,0,0
CLINIC-SP,CUST-12900000,Aug,2024,0,0
CLINIC-SP,CUST-12910000,Aug,2024,4,104
GROUP-GP,CUST-12920001,Aug,2024,84,362
CLINIC-SP,CUST-12930001,Aug,2024,4,72
CLINIC-GP,CUST-12940001,Aug,2024,24,471
CLINIC-GP,CUST-12950001,Aug,2024,16,335
CLINIC-SP,CUST-12960000,Aug,2024,12,377
CLINIC-GP,CUST-12970000,Aug,2024,0,0
OTHERS,CUST-12980001,Aug,2024,0,0
CLINIC-SP,CUST-12990001,Aug,2024,0,0
CLINIC-GP,CUST-13000001,Aug,2024,4,47
CLINIC-DEN,CUST-13010000,Aug,2024,0,0
GROUP-GP,CUST-13020000,Aug,2024,4,47
GROUP-GP,CUST-13030001,Aug,2024,40,244
GROUP-GP,CUST-13040001,Aug,2024,6,190
OTHERS,CUST-13050001,Aug,2024,0,42
CLINIC-DEN,CUST-13060001,Aug,2024,3,125
CLINIC-GP,CUST-13070000,Aug,2024,13,331
CLINIC-SP,CUST-13080001,Aug,2024,5,99
CLINIC-DEN,CUST-13090000,Aug,2024,0,0
CLINIC-GP,CUST-13100001,Aug,2024,10,143
CLINIC-SP,CUST-13110000,Aug,2024,18,595
GROUP-GP,CUST-13120001,Aug,2024,7,111
CLINIC-SP,CUST-13130001,Aug,2024,16,139
CLINIC-SP,CUST-13140001,Aug,2024,6,131
CLINIC-SP,CUST-13150001,Aug,2024,10,360
GROUP-GP,CUST-13160001,Aug,2024,2,49
CLINIC-SP,CUST-13170000,Aug,2024,4,154
CLINIC-GP,CUST-13180000,Aug,2024,2,40
CLINIC-SP,CUST-13190000,Aug,2024,2,438
GROUP-GP,CUST-13200000,Aug,2024,0,0
CLINIC-GP,CUST-13210000,Aug,2024,0,0
CLINIC-DEN,CUST-13220000,Aug,2024,4,117
CLINIC-SP,CUST-13230000,Aug,2024,9,167
CLINIC-GP,CUST-13240001,Aug,2024,0,0
CLINIC-SP,CUST-13250001,Aug,2024,0,0
GROUP-GP,CUST-13260000,Aug,2024,0,0
CLINIC-SP,CUST-13270000,Aug,2024,0,0
CLINIC-GP,CUST-13280001,Aug,2024,29,667
CLINIC-GP,CUST-13290000,Aug,2024,12,138
CLINIC-SP,CUST-13300000,Aug,2024,4,82
CLINIC-SP,CUST-13310001,Aug,2024,2,88
CLINIC-SP,CUST-13320000,Aug,2024,1,40
CLINIC-DEN,CUST-13330001,Aug,2024,5,275
CLINIC-GP,CUST-13340001,Aug,2024,39,263
GROUP-GP,CUST-13350000,Aug,2024,1,31
CLINIC-SP,CUST-13360000,Aug,2024,8,116
CLINIC-SP,CUST-13370000,Aug,2024,12,296
CLINIC-GP,CUST-13380000,Aug,2024,9,95
CLINIC-SP,CUST-13390000,Aug,2024,4,110
CORPORATES,CUST-13400001,Aug,2024,0,0
CLINIC-SP,CUST-13410000,Aug,2024,0,0
CLINIC-GP,CUST-13420000,Aug,2024,0,0
CLINIC-GP,CUST-13430000,Aug,2024,0,0
CLINIC-SP,CUST-13440001,Aug,2024,10,393
SUPERMARKET,CUST-13450000,Aug,2024,20,632
CLINIC-GP,CUST-13460000,Aug,2024,4,48
CLINIC-SP,CUST-13470000,Aug,2024,0,0
CLINIC-GP,CUST-13480001,Aug,2024,5,110
CLINIC-GP,CUST-13490001,Aug,2024,5,125
CLINIC-SP,CUST-13500001,Aug,2024,10,196
CLINIC-SP,CUST-13510001,Aug,2024,18,191
CLINIC-SP,CUST-13520000,Aug,2024,13,778
CLINIC-GP,CUST-13530000,Aug,2024,9,133
CLINIC-GP,CUST-13540000,Aug,2024,0,0
CLINIC-GP,CUST-13550001,Aug,2024,0,0
CLINIC-SP,CUST-13560001,Aug,2024,0,0
CLINIC-GP,CUST-13570001,Aug,2024,9,112
CLINIC-SP,CUST-13580001,Aug,2024,15,112
CLINIC-SP,CUST-13590000,Aug,2024,3,46
CLINIC-GP,CUST-13600001,Aug,2024,1,112
CLINIC-DEN,CUST-13610000,Aug,2024,10,291
GROUP-GP,CUST-13620000,Aug,2024,10,40
CLINIC-SP,CUST-13630001,Aug,2024,2,53
CLINIC-GP,CUST-13640000,Aug,2024,5,87
GROUP-GP,CUST-13650001,Aug,2024,9,305
CLINIC-SP,CUST-13660001,Aug,2024,0,0
CLINIC-SP,CUST-13670001,Aug,2024,3,51
CLINIC-SP,CUST-13680000,Aug,2024,4,79
CLINIC-GP,CUST-13690001,Aug,2024,10,86
CLINIC-GP,CUST-13700001,Aug,2024,6,343
CLINIC-SP,CUST-13710001,Aug,2024,2,35
CLINIC-GP,CUST-13720000,Aug,2024,2,35
CLINIC-SP,CUST-13730000,Aug,2024,1,5
CLINIC-SP,CUST-13740001,Aug,2024,2,40
CLINIC-GP,CUST-13750001,Aug,2024,19,108
CLINIC-GP,CUST-13760000,Aug,2024,1,66
CLINIC-GP,CUST-13770000,Aug,2024,6,54
CLINIC-SP,CUST-13780001,Aug,2024,4,109
CLINIC-SP,CUST-13790000,Aug,2024,6,98
CLINIC-SP,CUST-13800001,Aug,2024,13,149
CLINIC-SP,CUST-13810001,Aug,2024,0,0
CLINIC-GP,CUST-13820000,Aug,2024,12,75
CLINIC-SP,CUST-13830001,Aug,2024,0,0
CLINIC-GP,CUST-13840001,Aug,2024,0,0
CLINIC-SP,CUST-13850001,Aug,2024,11,220
CLINIC-GP,CUST-13860001,Aug,2024,0,0
CLINIC-SP,CUST-13870000,Aug,2024,0,0
OTHERS,CUST-13880001,Aug,2024,10,61
CLINIC-GP,CUST-13890001,Aug,2024,6,119
GROUP-GP,CUST-13900001,Aug,2024,5,147
CLINIC-SP,CUST-13910001,Aug,2024,6,240
CLINIC-GP,CUST-13920000,Aug,2024,0,0
OTHERS,CUST-13930000,Aug,2024,20,115
CLINIC-SP,CUST-13940001,Aug,2024,5,170
CLINIC-SP,CUST-13950000,Aug,2024,1,171
CLINIC-GP,CUST-13960001,Aug,2024,0,0
CLINIC-GP,CUST-13970001,Aug,2024,4,143
GROUP-GP,CUST-13980000,Aug,2024,6,247
CLINIC-SP,CUST-13990001,Aug,2024,12,222
CLINIC-SP,CUST-14000001,Aug,2024,2,98
CLINIC-SP,CUST-14010000,Aug,2024,4,62
CLINIC-GP,CUST-14020001,Aug,2024,0,0
CLINIC-SP,CUST-14030000,Aug,2024,5,207
CLINIC-GP,CUST-14040000,Aug,2024,22,312
CLINIC-GP,CUST-14050000,Aug,2024,12,33
CLINIC-SP,CUST-14060001,Aug,2024,0,0
CLINIC-SP,CUST-14070001,Aug,2024,9,62
CLINIC-SP,CUST-14080001,Aug,2024,11,217
CLINIC-DEN,CUST-14090000,Aug,2024,12,251
CLINIC-SP,CUST-14100001,Aug,2024,4,169
GROUP-GP,CUST-14110001,Aug,2024,0,0
CLINIC-DEN,CUST-14120001,Aug,2024,0,0
CLINIC-SP,CUST-14130000,Aug,2024,4,79
CLINIC-GP,CUST-14140001,Aug,2024,0,0
GROUP-GP,CUST-14150001,Aug,2024,0,0
CLINIC-GP,CUST-14160000,Aug,2024,0,0
CLINIC-SP,CUST-14170001,Aug,2024,0,0
GROUP-GP,CUST-14180001,Aug,2024,3,91
CLINIC-SP,CUST-14190001,Aug,2024,0,54
CLINIC-SP,CUST-14200000,Aug,2024,3,90
CLINIC-GP,CUST-14210000,Aug,2024,14,111
CLINIC-GP,CUST-14220001,Aug,2024,0,0
CLINIC-SP,CUST-14230000,Aug,2024,16,147
OTHERS,CUST-14240001,Aug,2024,13,88
CLINIC-SP,CUST-14250000,Aug,2024,6,69
CLINIC-GP,CUST-14260001,Aug,2024,0,0
CLINIC-GP,CUST-14270001,Aug,2024,4,44
CLINIC-GP,CUST-14280001,Aug,2024,0,0
CLINIC-GP,CUST-14290001,Aug,2024,0,0
CLINIC-SP,CUST-14300001,Aug,2024,0,0
CLINIC-GP,CUST-14310001,Aug,2024,0,0
CLINIC-SP,CUST-14320001,Aug,2024,0,0
OTHERS,CUST-14330000,Aug,2024,0,0
CLINIC-GP,CUST-14340001,Aug,2024,4,147
CLINIC-SP,CUST-14350001,Aug,2024,0,0
CLINIC-SP,CUST-14360000,Aug,2024,12,42
GROUP-GP,CUST-14370000,Aug,2024,0,0
CLINIC-SP,CUST-14380000,Aug,2024,6,40
CLINIC-GP,CUST-14390001,Aug,2024,0,20
CLINIC-SP,CUST-14400000,Aug,2024,7,159
CLINIC-GP,CUST-14410001,Aug,2024,22,337
CLINIC-GP,CUST-14420001,Aug,2024,0,0
CLINIC-GP,CUST-14430000,Aug,2024,0,0
CLINIC-GP,CUST-14440000,Aug,2024,11,243
CLINIC-GP,CUST-14450000,Aug,2024,10,64
CLINIC-DEN,CUST-14460000,Aug,2024,0,0
PH-RETAILS,CUST-14470000,Aug,2024,1,101
CLINIC-SP,CUST-14480000,Aug,2024,6,95
CLINIC-GP,CUST-14490000,Aug,2024,0,0
CLINIC-DEN,CUST-14500000,Aug,2024,0,0
CLINIC-GP,CUST-14510001,Aug,2024,8,101
CLINIC-SP,CUST-14520000,Aug,2024,0,0
CLINIC-SP,CUST-14530001,Aug,2024,0,0
CLINIC-SP,CUST-14540000,Aug,2024,8,352
OTHERS,CUST-14550000,Aug,2024,0,0
CLINIC-DEN,CUST-14560001,Aug,2024,0,0
CLINIC-SP,CUST-14570001,Aug,2024,0,0
OTHERS,CUST-14580000,Aug,2024,20,199
CLINIC-SP,CUST-14590000,Aug,2024,5,79
CLINIC-SP,CUST-14600000,Aug,2024,0,0
CLINIC-SP,CUST-14610000,Aug,2024,3,254
CLINIC-GP,CUST-14620001,Aug,2024,0,0
CLINIC-GP,CUST-14630000,Aug,2024,6,54
CLINIC-GP,CUST-14640001,Aug,2024,10,243
CLINIC-DEN,CUST-14650001,Aug,2024,10,128
CLINIC-SP,CUST-14660001,Aug,2024,4,139
CLINIC-SP,CUST-14670001,Aug,2024,0,0
CLINIC-SP,CUST-14680001,Aug,2024,2,95
CLINIC-GP,CUST-14690000,Aug,2024,0,0
CLINIC-SP,CUST-14700000,Aug,2024,8,192
CLINIC-SP,CUST-14710000,Aug,2024,0,0
CLINIC-GP,CUST-14720001,Aug,2024,1,38
GROUP-GP,CUST-14730000,Aug,2024,2,111
CLINIC-GP,CUST-14740000,Aug,2024,4,146
CLINIC-SP,CUST-14750001,Aug,2024,0,0
CLINIC-GP,CUST-14760000,Aug,2024,6,84
CLINIC-SP,CUST-14770001,Aug,2024,16,139
CLINIC-GP,CUST-14780000,Aug,2024,2,140
CLINIC-GP,CUST-14790000,Aug,2024,10,360
CLINIC-SP,CUST-14800001,Aug,2024,0,0
OTHERS,CUST-14810000,Aug,2024,5,779
CLINIC-GP,CUST-14820001,Aug,2024,2,103
CLINIC-GP,CUST-14830000,Aug,2024,2,66
CLINIC-SP,CUST-14840000,Aug,2024,5,143
CLINIC-GP,CUST-14850001,Aug,2024,2,78
CLINIC-SP,CUST-14860000,Aug,2024,0,0
CLINIC-SP,CUST-14870000,Aug,2024,3,66
CLINIC-SP,CUST-14880000,Aug,2024,25,227
GROUP-GP,CUST-14890001,Aug,2024,0,0
CLINIC-SP,CUST-14900001,Aug,2024,4,271
CLINIC-DEN,CUST-14910000,Aug,2024,7,245
CLINIC-SP,CUST-14920000,Aug,2024,0,0
GROUP-GP,CUST-14930000,Aug,2024,7,122
CLINIC-GP,CUST-14940000,Aug,2024,5,40
CLINIC-GP,CUST-14950000,Aug,2024,8,165
CLINIC-SP,CUST-14960001,Aug,2024,3,80
GROUP-GP,CUST-14970001,Aug,2024,0,0
CLINIC-SP,CUST-14980000,Aug,2024,1,88
CLINIC-GP,CUST-14990001,Aug,2024,0,0
CLINIC-GP,CUST-15000000,Aug,2024,0,0
GROUP-GP,CUST-15010000,Aug,2024,2,165
CLINIC-GP,CUST-15020000,Aug,2024,17,152
CLINIC-GP,CUST-15030000,Aug,2024,0,0
CLINIC-GP,CUST-15040001,Aug,2024,6,41
CLINIC-GP,CUST-15050000,Aug,2024,4,250
CLINIC-GP,CUST-15060000,Aug,2024,0,0
CLINIC-DEN,CUST-15070001,Aug,2024,8,156
CLINIC-GP,CUST-15080001,Aug,2024,0,0
CLINIC-DEN,CUST-15090001,Aug,2024,16,489
CLINIC-DEN,CUST-15100000,Aug,2024,0,0
CLINIC-SP,CUST-15110001,Aug,2024,8,66
CLINIC-DEN,CUST-15120000,Aug,2024,12,103
CLINIC-SP,CUST-15130000,Aug,2024,2,142
CLINIC-GP,CUST-15140000,Aug,2024,0,0
GROUP-GP,CUST-15150000,Aug,2024,0,0
CLINIC-SP,CUST-15160000,Aug,2024,0,0
CLINIC-GP,CUST-15170000,Aug,2024,35,433
CLINIC-SP,CUST-15180001,Aug,2024,0,0
CLINIC-SP,CUST-15190001,Aug,2024,2,310
CLINIC-SP,CUST-15200001,Aug,2024,4,48
CLINIC-SP,CUST-15210001,Aug,2024,19,145
CLINIC-DEN,CUST-15220001,Aug,2024,2,117
CLINIC-DEN,CUST-15230001,Aug,2024,2,119
CLINIC-SP,CUST-15240001,Aug,2024,0,0
OTHERS,CUST-15250000,Aug,2024,0,0
GROUP-GP,CUST-15260001,Aug,2024,7,94
CLINIC-GP,CUST-15270000,Aug,2024,0,0
GROUP-GP,CUST-15280000,Aug,2024,12,134
CLINIC-GP,CUST-15290001,Aug,2024,10,51
GROUP-GP,CUST-15300001,Aug,2024,4,147
CLINIC-SP,CUST-15310001,Aug,2024,3,213
CLINIC-DEN,CUST-15320000,Aug,2024,0,0
CLINIC-SP,CUST-15330001,Aug,2024,12,287
CLINIC-SP,CUST-15340001,Aug,2024,4,193
CLINIC-GP,CUST-15350000,Aug,2024,0,0
CLINIC-SP,CUST-15360000,Aug,2024,3,221
CLINIC-GP,CUST-15370001,Aug,2024,1,32
CLINIC-SP,CUST-15380001,Aug,2024,0,0
SUPERMARKET,CUST-15390000,Aug,2024,27,160
CLINIC-GP,CUST-15400001,Aug,2024,0,0
CLINIC-DEN,CUST-15410001,Aug,2024,10,201
CLINIC-GP,CUST-15420001,Aug,2024,11,178
CLINIC-SP,CUST-15430000,Aug,2024,31,461
CLINIC-GP,CUST-15440001,Aug,2024,0,0
CLINIC-GP,CUST-15450000,Aug,2024,1,66
CLINIC-GP,CUST-15460000,Aug,2024,0,0
CLINIC-GP,CUST-15470001,Aug,2024,8,189
CLINIC-SP,CUST-15480000,Aug,2024,3,145
CLINIC-SP,CUST-15490000,Aug,2024,0,0
CLINIC-GP,CUST-15500000,Aug,2024,0,0
CLINIC-SP,CUST-15510000,Aug,2024,0,0
CLINIC-SP,CUST-15520001,Aug,2024,10,459
CLINIC-GP,CUST-15530000,Aug,2024,7,41
GROUP-GP,CUST-15540001,Aug,2024,3,74
CLINIC-GP,CUST-15550000,Aug,2024,0,0
CLINIC-SP,CUST-15560001,Aug,2024,0,0
CLINIC-GP,CUST-15570000,Aug,2024,3,146
CLINIC-GP,CUST-15580001,Aug,2024,0,0
CLINIC-SP,CUST-15590001,Aug,2024,2,47
OTHERS,CUST-15600000,Aug,2024,4,155
CLINIC-SP,CUST-15610000,Aug,2024,0,0
CLINIC-GP,CUST-15620000,Aug,2024,4,90
CLINIC-GP,CUST-15630000,Aug,2024,45,195
CLINIC-SP,CUST-15640001,Aug,2024,8,227
CLINIC-GP,CUST-15650001,Aug,2024,8,107
CLINIC-SP,CUST-15660000,Aug,2024,0,0
CLINIC-GP,CUST-15670001,Aug,2024,6,71
CLINIC-SP,CUST-15680000,Aug,2024,0,66
GROUP-GP,CUST-15690000,Aug,2024,1,57
CLINIC-SP,CUST-15700000,Aug,2024,24,255
CLINIC-GP,CUST-15710000,Aug,2024,2,35
CLINIC-SP,CUST-15720001,Aug,2024,0,0
CLINIC-SP,CUST-15730001,Aug,2024,0,0
CLINIC-GP,CUST-15740001,Aug,2024,6,81
CLINIC-SP,CUST-15750001,Aug,2024,20,70
CLINIC-DEN,CUST-15760000,Aug,2024,2,48
OTHERS,CUST-15770001,Aug,2024,0,0
CLINIC-SP,CUST-15780000,Aug,2024,0,0
CLINIC-SP,CUST-15790001,Aug,2024,3,83
GROUP-GP,CUST-15800000,Aug,2024,5,96
GROUP-GP,CUST-15810001,Aug,2024,0,0
GROUP-GP,CUST-15820001,Aug,2024,2,209
GROUP-GP,CUST-15830001,Aug,2024,2,134
CLINIC-GP,CUST-15840001,Aug,2024,2,69
GROUP-GP,CUST-15850001,Aug,2024,14,124
CLINIC-SP,CUST-15860000,Aug,2024,20,49
CLINIC-SP,CUST-15870001,Aug,2024,0,0
CLINIC-SP,CUST-15880000,Aug,2024,0,5
CLINIC-SP,CUST-15890000,Aug,2024,0,0
CLINIC-DEN,CUST-15900001,Aug,2024,0,0
CLINIC-DEN,CUST-15910001,Aug,2024,4,73
CLINIC-SP,CUST-15920001,Aug,2024,0,0
CLINIC-GP,CUST-15930000,Aug,2024,9,263
CLINIC-DEN,CUST-15940001,Aug,2024,14,335
CLINIC-GP,CUST-15950001,Aug,2024,0,0
CLINIC-GP,CUST-15960001,Aug,2024,45,402
CLINIC-GP,CUST-15970000,Aug,2024,4,82
CLINIC-GP,CUST-15980000,Aug,2024,0,0
CLINIC-DEN,CUST-15990001,Aug,2024,0,0
CLINIC-GP,CUST-16000000,Aug,2024,0,0
CLINIC-GP,CUST-16010001,Aug,2024,0,0
GROUP-GP,CUST-16020000,Aug,2024,7,43
OTHERS,CUST-16030001,Aug,2024,5,39
CLINIC-GP,CUST-16040001,Aug,2024,2,337
CLINIC-SP,CUST-16050001,Aug,2024,6,54
CLINIC-GP,CUST-16060001,Aug,2024,35,338
CLINIC-GP,CUST-16070001,Aug,2024,10,27
CLINIC-DEN,CUST-16080001,Aug,2024,6,83
CLINIC-GP,CUST-16090000,Aug,2024,3,97
CLINIC-DEN,CUST-16100001,Aug,2024,0,0
CLINIC-GP,CUST-16110001,Aug,2024,6,41
CLINIC-SP,CUST-16120000,Aug,2024,5,47
CLINIC-SP,CUST-16130001,Aug,2024,2,46
CLINIC-SP,CUST-16140000,Aug,2024,11,127
CLINIC-GP,CUST-16150000,Aug,2024,0,0
CLINIC-DEN,CUST-16160001,Aug,2024,0,0
CLINIC-GP,CUST-16170000,Aug,2024,2,49
CLINIC-DEN,CUST-16180001,Aug,2024,10,131
CLINIC-GP,CUST-16190001,Aug,2024,0,0
GROUP-GP,CUST-16200000,Aug,2024,7,127
CLINIC-GP,CUST-16210001,Aug,2024,3,37
CLINIC-DEN,CUST-16220001,Aug,2024,2,41
CLINIC-SP,CUST-16230001,Aug,2024,2,112
GROUP-GP,CUST-16240001,Aug,2024,0,0
CLINIC-DEN,CUST-16250000,Aug,2024,0,0
CLINIC-GP,CUST-16260000,Aug,2024,0,0
CLINIC-SP,CUST-16270001,Aug,2024,0,0
CLINIC-SP,CUST-16280001,Aug,2024,6,163
CLINIC-SP,CUST-16290001,Aug,2024,6,163
CLINIC-DEN,CUST-16300000,Aug,2024,8,227
CLINIC-GP,CUST-16310000,Aug,2024,0,0
CLINIC-DEN,CUST-16320001,Aug,2024,2,99
CLINIC-DEN,CUST-16330001,Aug,2024,13,111
CLINIC-GP,CUST-16340001,Aug,2024,23,186
CLINIC-DEN,CUST-16350000,Aug,2024,2,145
CLINIC-SP,CUST-16360000,Aug,2024,4,122
GROUP-GP,CUST-16370000,Aug,2024,20,156
CLINIC-SP,CUST-16380000,Aug,2024,6,122
CLINIC-SP,CUST-16390000,Aug,2024,0,0
GROUP-GP,CUST-16400000,Aug,2024,0,0
GROUP-GP,CUST-16410000,Aug,2024,1,18
CLINIC-GP,CUST-16420000,Aug,2024,3,42
GROUP-GP,CUST-16430001,Aug,2024,0,0
CLINIC-SP,CUST-16440001,Aug,2024,17,1390
GROUP-GP,CUST-16450001,Aug,2024,2,48
CLINIC-SP,CUST-16460001,Aug,2024,17,248
CLINIC-GP,CUST-16470001,Aug,2024,0,0
CLINIC-SP,CUST-16480000,Aug,2024,4,103
GROUP-GP,CUST-16490001,Aug,2024,1,55
CLINIC-GP,CUST-16500000,Aug,2024,7,85
CLINIC-SP,CUST-16510000,Aug,2024,0,0
CLINIC-SP,CUST-16520000,Aug,2024,2,115
CLINIC-GP,CUST-16530001,Aug,2024,0,0
CLINIC-SP,CUST-16540000,Aug,2024,6,94
CLINIC-SP,CUST-16550001,Aug,2024,21,440
CLINIC-SP,CUST-16560000,Aug,2024,3,55
GROUP-GP,CUST-16570001,Aug,2024,4,10
CLINIC-SP,CUST-16580001,Aug,2024,0,0
CLINIC-SP,CUST-16590000,Aug,2024,1,60
CLINIC-GP,CUST-16600000,Aug,2024,5,94
CLINIC-SP,CUST-16610000,Aug,2024,5,114
CLINIC-DEN,CUST-16620000,Aug,2024,1,82
CLINIC-SP,CUST-16630000,Aug,2024,0,0
GROUP-GP,CUST-16640000,Aug,2024,0,3
CLINIC-SP,CUST-16650000,Aug,2024,5,83
OTHERS,CUST-16660001,Aug,2024,0,0
CLINIC-SP,CUST-16670000,Aug,2024,0,0
CLINIC-DEN,CUST-16680001,Aug,2024,9,134
CLINIC-GP,CUST-16690000,Aug,2024,2,60
CLINIC-SP,CUST-16700000,Aug,2024,0,0
CLINIC-SP,CUST-16710001,Aug,2024,4,72
CLINIC-SP,CUST-16720000,Aug,2024,2,53
CLINIC-GP,CUST-16730001,Aug,2024,0,0
CLINIC-SP,CUST-16740000,Aug,2024,0,0
CLINIC-GP,CUST-16750000,Aug,2024,3,80
CLINIC-DEN,CUST-16760000,Aug,2024,0,0
CLINIC-GP,CUST-16770000,Aug,2024,0,0
CLINIC-GP,CUST-16780000,Aug,2024,0,0
CLINIC-GP,CUST-16790000,Aug,2024,0,0
CLINIC-GP,CUST-16800000,Aug,2024,0,0
CLINIC-SP,CUST-16810000,Aug,2024,0,0
CLINIC-GP,CUST-16820000,Aug,2024,0,0
CLINIC-GP,CUST-16830001,Aug,2024,6,95
CLINIC-SP,CUST-16840001,Aug,2024,7,102
CLINIC-DEN,CUST-16850001,Aug,2024,0,0
GROUP-GP,CUST-16860000,Aug,2024,2,14
CLINIC-SP,CUST-16870001,Aug,2024,1,84
GROUP-GP,CUST-16880001,Aug,2024,2,86
OTHERS,CUST-16890000,Aug,2024,0,0
CLINIC-SP,CUST-16900000,Aug,2024,8,82
CLINIC-SP,CUST-16910001,Aug,2024,2,486
CLINIC-DEN,CUST-16920001,Aug,2024,0,0
CLINIC-SP,CUST-16930001,Aug,2024,3,40
CLINIC-DEN,CUST-16940000,Aug,2024,0,0
CLINIC-GP,CUST-16950000,Aug,2024,0,0
CLINIC-DEN,CUST-16960000,Aug,2024,2,40
CLINIC-SP,CUST-16970000,Aug,2024,12,229
CLINIC-GP,CUST-16980001,Aug,2024,12,361
CLINIC-GP,CUST-16990001,Aug,2024,2,42
CLINIC-SP,CUST-17000000,Aug,2024,7,76
CLINIC-DEN,CUST-17010000,Aug,2024,4,71
CLINIC-DEN,CUST-17020000,Aug,2024,0,0
CLINIC-GP,CUST-17030001,Aug,2024,7,50
CLINIC-SP,CUST-17040001,Aug,2024,0,0
CLINIC-SP,CUST-17050001,Aug,2024,6,113
